Date,Mobile app names,DFP: Ad units,Ad requests,Matched requests,Coverage,Clicks,Ad request CTR,CTR,Ad CTR,CPC (US$),Ad request eCPM (US$),Matched eCPM (US$),Lift,Estimated revenue (US$),Ad impressions,Ad eCPM (US$)
3/12/2022,(Not applicable),424536528 » 1509252_StreamsforBasketballLive_Native,26,26,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$1.34 ,US$1.34 ,0.00%,US$0.03 ,14,US$2.50 
3/12/2022,(Not applicable),424536528 » 1509253_StreamsforBasketballLive_Interstitial,15,14,93.33%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.51 ,US$0.55 ,0.00%,US$0.01 ,14,US$0.55 
3/12/2022,(Not applicable),424536528 » 1509254_StreamsforBasketballLive_AppOpen,9,9,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$1.34 ,US$1.34 ,0.00%,US$0.01 ,9,US$1.34 
3/12/2022,(Not applicable),424536528 » 1509357_NFLLiveStreamingHDFreeNFLLive_Interstitial,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.09 ,US$0.09 ,0.00%,US$0.00 ,1,US$0.18 
3/12/2022,(Not applicable),424536528 » 1509372_BoxingLiveStreams_Interstitial,31,31,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$2.10 ,US$2.10 ,0.00%,US$0.07 ,31,US$2.10 
3/12/2022,(Not applicable),424536528 » 1510126_RacingSchedule_Native,83,83,100.00%,1,1.20%,1.20%,1.89%,US$0.04 ,US$0.48 ,US$0.48 ,0.00%,US$0.04 ,53,US$0.75 
3/12/2022,(Not applicable),424536528 » 1510127_RacingSchedule_Interstitial,64,64,100.00%,3,4.69%,4.69%,4.84%,US$0.01 ,US$0.37 ,US$0.37 ,0.00%,US$0.02 ,62,US$0.39 
3/12/2022,(Not applicable),424536528 » 1514938_HamsterVPN_Interstitial,25,25,100.00%,3,12.00%,12.00%,50.00%,US$0.00 ,US$0.40 ,US$0.40 ,0.00%,US$0.01 ,6,US$1.65 
3/12/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,32,32,100.00%,1,3.13%,3.13%,4.76%,US$0.06 ,US$2.02 ,US$2.02 ,0.00%,US$0.06 ,21,US$3.08 
3/12/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1504690_NFLLiveStreamingHDFreeNFLLive_Native,4,4,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.08 ,US$0.08 ,0.00%,US$0.00 ,1,US$0.32 
3/12/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,5,5,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.28 ,US$0.28 ,0.00%,US$0.00 ,5,US$0.28 
3/12/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,4,4,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.07 ,US$0.07 ,0.00%,US$0.00 ,4,US$0.07 
3/12/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » [no longer used] 1507014_LiveStreamsofNFL_Native,6,6,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.97 ,US$0.97 ,0.00%,US$0.01 ,2,US$2.90 
3/12/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » [no longer used] 1507017_LiveStreamsofNFL_Interstitial,3,3,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.68 ,US$0.68 ,0.00%,US$0.00 ,2,US$1.03 
3/12/2022,Boxing Live Streams - UFC Live,424536528 » 1509372_BoxingLiveStreams_Interstitial,8679,8524,98.21%,140,1.61%,1.64%,1.70%,US$0.28 ,US$4.45 ,US$4.53 ,0.00%,US$38.61 ,8247,US$4.68 
3/12/2022,Boxing Live Streams - UFC Live,424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,9387,9379,99.91%,332,3.54%,3.54%,5.71%,US$0.05 ,US$1.77 ,US$1.78 ,0.00%,US$16.65 ,5814,US$2.86 
3/12/2022,Diamonds tool,424536528 » 1514130_DailyFreeDiamonds_AppOpen,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.69 ,US$0.69 ,0.00%,US$0.00 ,1,US$1.38 
3/12/2022,F id sell app - F-F Accounts,424536528 » 1515889_FireID_SellApp_Banner_320x50,45,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/12/2022,F id sell app - F-F Accounts,424536528 » 1515891_FireID_SellApp_Native,19,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/12/2022,Football TV HD 2022,424536528 » 1505562_LiveFootballTVHD_Native,651,651,100.00%,13,2.00%,2.00%,2.55%,US$0.07 ,US$1.47 ,US$1.47 ,0.00%,US$0.95 ,509,US$1.87 
3/12/2022,Hamster VPN : Unlimited Proxy,424536528 » 1514938_HamsterVPN_Interstitial,32154,30570,95.07%,1058,3.29%,3.46%,16.78%,US$0.01 ,US$0.21 ,US$0.22 ,0.00%,US$6.69 ,6307,US$1.06 
3/12/2022,Live Cricket TV - Watch Live Streaming of Match,424536528 » 1510393_LiveCricketTVWatchLiveStreamingofMatch_Banner_320x50,6,6,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.20 ,US$0.20 ,0.00%,US$0.00 ,5,US$0.24 
3/12/2022,Live Cricket TV - Watch Live Streaming of Match,424536528 » Ad Exchange Mobile In-App » 1504030_LiveCricketTVWatchLiveStreamingofMatch_Interstitial,7,7,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.19 ,US$0.19 ,0.00%,US$0.00 ,2,US$0.65 
3/12/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,2873,2873,100.00%,37,1.29%,1.29%,1.56%,US$0.03 ,US$0.39 ,US$0.39 ,0.00%,US$1.11 ,2378,US$0.47 
3/12/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,3137,3128,99.71%,77,2.45%,2.46%,2.60%,US$0.06 ,US$1.39 ,US$1.40 ,0.00%,US$4.37 ,2957,US$1.48 
3/12/2022,Live Streaming For NFL,424536528 » 1509357_NFLLiveStreamingHDFreeNFLLive_Interstitial,119,118,99.16%,6,5.04%,5.08%,8.45%,US$0.32 ,US$16.27 ,US$16.41 ,0.00%,US$1.94 ,71,US$27.27 
3/12/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504690_NFLLiveStreamingHDFreeNFLLive_Native,224,224,100.00%,10,4.46%,4.46%,11.90%,US$0.14 ,US$6.03 ,US$6.03 ,0.00%,US$1.35 ,84,US$16.09 
3/12/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504694_NFLLiveStreamingHDFreeNFLLive_Appopen,21,21,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/12/2022,Live Streaming for MotoGp & F1,424536528 » 1510126_RacingSchedule_Native,12041,12035,99.95%,238,1.98%,1.98%,3.49%,US$0.03 ,US$0.67 ,US$0.67 ,0.00%,US$8.04 ,6824,US$1.18 
3/12/2022,Live Streaming for MotoGp & F1,424536528 » 1510127_RacingSchedule_Interstitial,8848,8710,98.44%,246,2.78%,2.82%,3.00%,US$0.08 ,US$2.28 ,US$2.32 ,0.00%,US$20.19 ,8195,US$2.46 
3/12/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507014_LiveStreamsofNFL_Native,88,88,100.00%,1,1.14%,1.14%,3.23%,US$0.56 ,US$6.33 ,US$6.33 ,0.00%,US$0.56 ,31,US$17.96 
3/12/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507017_LiveStreamsofNFL_Interstitial,65,64,98.46%,0,0.00%,0.00%,0.00%,US$0.00 ,US$14.91 ,US$15.14 ,0.00%,US$0.97 ,27,US$35.89 
3/12/2022,"Odia Status - Full Screen Videos, Memes and Shayri",424536528 » 1512892_OdiaStatus_Native,89,63,70.79%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.02 ,US$0.02 ,0.00%,US$0.00 ,18,US$0.08 
3/12/2022,Speed Star Gangster Fighting Game,424536528 » 1515330_SpeedStarGangsterFightingGame_Banner_320x50,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.06 ,US$0.06 ,0.00%,US$0.00 ,1,US$0.11 
3/12/2022,Speed Star Gangster Fighting Game,424536528 » 1515332_SpeedStarGangsterFightingGame_Native,5,5,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.06 ,US$0.06 ,0.00%,US$0.00 ,4,US$0.07 
3/12/2022,Speed Star Gangster Fighting Game,424536528 » 1515333_SpeedStarGangsterFightingGame_Interstitial,7,4,57.14%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.28 ,US$0.49 ,0.00%,US$0.00 ,3,US$0.65 
3/12/2022,Watch NBA Streaming Live,424536528 » 1509252_StreamsforBasketballLive_Native,3755,3743,99.68%,16,0.43%,0.43%,0.82%,US$0.24 ,US$1.02 ,US$1.03 ,0.00%,US$3.84 ,1944,US$1.98 
3/12/2022,Watch NBA Streaming Live,424536528 » 1509253_StreamsforBasketballLive_Interstitial,1869,1766,94.49%,11,0.59%,0.62%,0.64%,US$0.65 ,US$3.81 ,US$4.04 ,0.00%,US$7.13 ,1725,US$4.13 
3/12/2022,Watch NBA Streaming Live,424536528 » 1509254_StreamsforBasketballLive_AppOpen,1157,1131,97.75%,20,1.73%,1.77%,1.97%,US$0.33 ,US$5.74 ,US$5.87 ,0.00%,US$6.64 ,1017,US$6.53 
3/12/2022,WiFi Mouse Lite,424536528 » 1515258_WiFiMouseLite_Banner_320x50,29,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/12/2022,WiFi Mouse Lite,424536528 » 1515260_WiFiMouseLite_Native,22,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/12/2022,WiFi Mouse(remote control PC),424536528 » 1514976_WiFiMouse_Banner_320x50,283,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/12/2022,WiFi Mouse(remote control PC),424536528 » 1514977_WiFiMouse_Native,175,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/12/2022,id sell F-F Accounts,424536528 » 1515889_FireID_SellApp_Banner_320x50,1,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/13/2022,(Not applicable),424536528 » 1509252_StreamsforBasketballLive_Native,9,9,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.45 ,US$0.45 ,0.00%,US$0.00 ,3,US$1.34 
3/13/2022,(Not applicable),424536528 » 1509253_StreamsforBasketballLive_Interstitial,4,4,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.52 ,US$0.52 ,0.00%,US$0.00 ,4,US$0.52 
3/13/2022,(Not applicable),424536528 » 1509254_StreamsforBasketballLive_AppOpen,3,3,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.15 ,US$0.15 ,0.00%,US$0.00 ,3,US$0.15 
3/13/2022,(Not applicable),424536528 » 1509372_BoxingLiveStreams_Interstitial,498,498,100.00%,9,1.81%,1.81%,1.82%,US$0.05 ,US$0.98 ,US$0.98 ,0.00%,US$0.49 ,495,US$0.98 
3/13/2022,(Not applicable),424536528 » 1510126_RacingSchedule_Native,47,47,100.00%,1,2.13%,2.13%,3.45%,US$0.02 ,US$0.46 ,US$0.46 ,0.00%,US$0.02 ,29,US$0.75 
3/13/2022,(Not applicable),424536528 » 1510127_RacingSchedule_Interstitial,34,34,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.22 ,US$0.22 ,0.00%,US$0.01 ,34,US$0.22 
3/13/2022,(Not applicable),424536528 » 1514938_HamsterVPN_Interstitial,3,3,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.07 ,US$0.07 ,0.00%,US$0.00 ,1,US$0.21 
3/13/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,473,473,100.00%,42,8.88%,8.88%,13.08%,US$0.03 ,US$2.99 ,US$2.99 ,0.00%,US$1.42 ,321,US$4.41 
3/13/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,35,35,100.00%,4,11.43%,11.43%,11.76%,US$0.02 ,US$2.56 ,US$2.56 ,0.00%,US$0.09 ,34,US$2.64 
3/13/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,31,31,100.00%,2,6.45%,6.45%,6.90%,US$0.00 ,US$0.26 ,US$0.26 ,0.00%,US$0.01 ,29,US$0.27 
3/13/2022,Boxing Live Streams - UFC Live,424536528 » 1509372_BoxingLiveStreams_Interstitial,57994,57244,98.71%,903,1.56%,1.58%,1.62%,US$0.20 ,US$3.14 ,US$3.18 ,0.00%,US$181.93 ,55875,US$3.26 
3/13/2022,Boxing Live Streams - UFC Live,424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,61089,61045,99.93%,2071,3.39%,3.39%,5.26%,US$0.06 ,US$1.91 ,US$1.91 ,0.00%,US$116.85 ,39357,US$2.97 
3/13/2022,Diamonds Gaining Tips,424536528 » 1515191_DiamondsGainingTips_AppOpen,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/13/2022,F id sell app - F-F Accounts,424536528 » 1515889_FireID_SellApp_Banner_320x50,17,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/13/2022,Football TV HD 2022,424536528 » 1505562_LiveFootballTVHD_Native,964,964,100.00%,13,1.35%,1.35%,1.62%,US$0.09 ,US$1.25 ,US$1.25 ,0.00%,US$1.21 ,802,US$1.51 
3/13/2022,Hamster VPN : Unlimited Proxy,424536528 » 1514938_HamsterVPN_Interstitial,35047,34378,98.09%,1076,3.07%,3.13%,15.26%,US$0.01 ,US$0.22 ,US$0.23 ,0.00%,US$7.74 ,7051,US$1.10 
3/13/2022,Live Cricket TV - Watch Live Streaming of Match,424536528 » 1510393_LiveCricketTVWatchLiveStreamingofMatch_Banner_320x50,7,7,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.53 ,US$0.53 ,0.00%,US$0.00 ,6,US$0.62 
3/13/2022,Live Cricket TV - Watch Live Streaming of Match,424536528 » Ad Exchange Mobile In-App » 1504030_LiveCricketTVWatchLiveStreamingofMatch_Interstitial,9,9,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$1.57 ,US$1.57 ,0.00%,US$0.01 ,5,US$2.82 
3/13/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,9423,9412,99.88%,79,0.84%,0.84%,1.07%,US$0.04 ,US$0.31 ,US$0.31 ,0.00%,US$2.88 ,7352,US$0.39 
3/13/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,12521,12487,99.73%,212,1.69%,1.70%,1.78%,US$0.06 ,US$1.05 ,US$1.05 ,0.00%,US$13.16 ,11886,US$1.11 
3/13/2022,Live Streaming For NFL,424536528 » 1509357_NFLLiveStreamingHDFreeNFLLive_Interstitial,152,151,99.34%,5,3.29%,3.31%,5.68%,US$0.38 ,US$12.62 ,US$12.70 ,0.00%,US$1.92 ,88,US$21.79 
3/13/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504690_NFLLiveStreamingHDFreeNFLLive_Native,271,271,100.00%,6,2.21%,2.21%,6.38%,US$0.21 ,US$4.74 ,US$4.74 ,0.00%,US$1.28 ,94,US$13.65 
3/13/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504694_NFLLiveStreamingHDFreeNFLLive_Appopen,31,31,100.00%,1,3.23%,3.23%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/13/2022,Live Streaming for MotoGp & F1,424536528 » 1510126_RacingSchedule_Native,8700,8698,99.98%,296,3.40%,3.40%,5.80%,US$0.02 ,US$0.83 ,US$0.83 ,0.00%,US$7.23 ,5105,US$1.42 
3/13/2022,Live Streaming for MotoGp & F1,424536528 » 1510127_RacingSchedule_Interstitial,6235,6166,98.89%,327,5.24%,5.30%,5.68%,US$0.05 ,US$2.50 ,US$2.53 ,0.00%,US$15.59 ,5760,US$2.71 
3/13/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507014_LiveStreamsofNFL_Native,103,103,100.00%,1,0.97%,0.97%,2.78%,US$0.20 ,US$1.96 ,US$1.96 ,0.00%,US$0.20 ,36,US$5.60 
3/13/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507017_LiveStreamsofNFL_Interstitial,78,78,100.00%,3,3.85%,3.85%,9.68%,US$0.19 ,US$7.43 ,US$7.43 ,0.00%,US$0.58 ,31,US$18.71 
3/13/2022,Live Ten Sports TV,424536528 » Ad Exchange Mobile In-App » [no longer used] 1506738_Shiza_LiveTenSports_Banner,3,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/13/2022,"Odia Status - Full Screen Videos, Memes and Shayri",424536528 » 1512892_OdiaStatus_Native,89,55,61.80%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.01 ,US$0.02 ,0.00%,US$0.00 ,13,US$0.09 
3/13/2022,Watch NBA Streaming Live,424536528 » 1509252_StreamsforBasketballLive_Native,3604,3591,99.64%,16,0.44%,0.45%,0.88%,US$0.18 ,US$0.81 ,US$0.82 ,0.00%,US$2.93 ,1820,US$1.61 
3/13/2022,Watch NBA Streaming Live,424536528 » 1509253_StreamsforBasketballLive_Interstitial,1674,1587,94.80%,7,0.42%,0.44%,0.45%,US$0.72 ,US$2.99 ,US$3.16 ,0.00%,US$5.01 ,1549,US$3.23 
3/13/2022,Watch NBA Streaming Live,424536528 » 1509254_StreamsforBasketballLive_AppOpen,1182,1134,95.94%,13,1.10%,1.15%,1.31%,US$0.37 ,US$4.12 ,US$4.29 ,0.00%,US$4.87 ,993,US$4.90 
3/13/2022,WiFi Mouse Lite,424536528 » 1515258_WiFiMouseLite_Banner_320x50,117,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/13/2022,WiFi Mouse Lite,424536528 » 1515260_WiFiMouseLite_Native,30,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/13/2022,WiFi Mouse(remote control PC),424536528 » 1514976_WiFiMouse_Banner_320x50,265,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/13/2022,WiFi Mouse(remote control PC),424536528 » 1514977_WiFiMouse_Native,162,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/14/2022,(Not applicable),424536528 » 1505562_LiveFootballTVHD_Native,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/14/2022,(Not applicable),424536528 » 1509252_StreamsforBasketballLive_Native,36,36,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.60 ,US$0.60 ,0.00%,US$0.02 ,21,US$1.03 
3/14/2022,(Not applicable),424536528 » 1509253_StreamsforBasketballLive_Interstitial,30,25,83.33%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.43 ,US$0.52 ,0.00%,US$0.01 ,25,US$0.52 
3/14/2022,(Not applicable),424536528 » 1509254_StreamsforBasketballLive_AppOpen,12,12,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.81 ,US$0.81 ,0.00%,US$0.01 ,10,US$0.97 
3/14/2022,(Not applicable),424536528 » 1509357_NFLLiveStreamingHDFreeNFLLive_Interstitial,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$4.50 ,US$4.50 ,0.00%,US$0.01 ,2,US$4.50 
3/14/2022,(Not applicable),424536528 » 1509372_BoxingLiveStreams_Interstitial,24,24,100.00%,2,8.33%,8.33%,8.33%,US$0.02 ,US$1.40 ,US$1.40 ,0.00%,US$0.03 ,24,US$1.40 
3/14/2022,(Not applicable),424536528 » 1510126_RacingSchedule_Native,34,34,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.32 ,US$0.32 ,0.00%,US$0.01 ,20,US$0.55 
3/14/2022,(Not applicable),424536528 » 1510127_RacingSchedule_Interstitial,28,21,75.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.33 ,US$0.44 ,0.00%,US$0.01 ,21,US$0.44 
3/14/2022,(Not applicable),424536528 » 1514938_HamsterVPN_Interstitial,20,20,100.00%,2,10.00%,10.00%,40.00%,US$0.00 ,US$0.20 ,US$0.20 ,0.00%,US$0.00 ,5,US$0.81 
3/14/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,34,34,100.00%,2,5.88%,5.88%,8.70%,US$0.15 ,US$8.83 ,US$8.83 ,0.00%,US$0.30 ,23,US$13.05 
3/14/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1504690_NFLLiveStreamingHDFreeNFLLive_Native,4,4,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$4.05 ,US$4.05 ,0.00%,US$0.02 ,2,US$8.10 
3/14/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,14,14,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.47 ,US$0.47 ,0.00%,US$0.01 ,12,US$0.55 
3/14/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,20,20,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.10 ,US$0.10 ,0.00%,US$0.00 ,20,US$0.10 
3/14/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » [no longer used] 1507014_LiveStreamsofNFL_Native,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$5.30 ,US$5.30 ,0.00%,US$0.01 ,1,US$10.60 
3/14/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » [no longer used] 1507017_LiveStreamsofNFL_Interstitial,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$2.99 ,US$2.99 ,0.00%,US$0.00 ,1,US$2.99 
3/14/2022,Boxing Live Streams - UFC Live,424536528 » 1509372_BoxingLiveStreams_Interstitial,1523,1499,98.42%,45,2.95%,3.00%,3.28%,US$0.22 ,US$6.38 ,US$6.48 ,0.00%,US$9.71 ,1374,US$7.07 
3/14/2022,Boxing Live Streams - UFC Live,424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,2202,2198,99.82%,90,4.09%,4.09%,7.11%,US$0.14 ,US$5.59 ,US$5.60 ,0.00%,US$12.30 ,1266,US$9.72 
3/14/2022,Diamonds Gaining Tips,424536528 » 1515191_DiamondsGainingTips_AppOpen,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/14/2022,F id sell app - F-F Accounts,424536528 » 1515889_FireID_SellApp_Banner_320x50,20,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/14/2022,F id sell app - F-F Accounts,424536528 » 1515891_FireID_SellApp_Native,31,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/14/2022,Football TV HD 2022,424536528 » 1505562_LiveFootballTVHD_Native,578,578,100.00%,4,0.69%,0.69%,0.87%,US$0.09 ,US$0.64 ,US$0.64 ,0.00%,US$0.37 ,461,US$0.80 
3/14/2022,Hamster VPN : Unlimited Proxy,424536528 » 1514938_HamsterVPN_Interstitial,31572,30687,97.20%,1093,3.46%,3.56%,17.52%,US$0.01 ,US$0.22 ,US$0.23 ,0.00%,US$7.06 ,6239,US$1.13 
3/14/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,3910,3904,99.85%,18,0.46%,0.46%,0.59%,US$0.07 ,US$0.31 ,US$0.31 ,0.00%,US$1.21 ,3045,US$0.40 
3/14/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,4742,4720,99.54%,115,2.43%,2.44%,2.55%,US$0.04 ,US$0.96 ,US$0.96 ,0.00%,US$4.53 ,4502,US$1.01 
3/14/2022,Live Streaming For NFL,424536528 » 1509357_NFLLiveStreamingHDFreeNFLLive_Interstitial,115,115,100.00%,8,6.96%,6.96%,11.76%,US$0.22 ,US$15.19 ,US$15.19 ,0.00%,US$1.75 ,68,US$25.69 
3/14/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504690_NFLLiveStreamingHDFreeNFLLive_Native,212,212,100.00%,2,0.94%,0.94%,3.13%,US$0.41 ,US$3.85 ,US$3.85 ,0.00%,US$0.82 ,64,US$12.74 
3/14/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504694_NFLLiveStreamingHDFreeNFLLive_Appopen,28,27,96.43%,1,3.57%,3.70%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/14/2022,Live Streaming for MotoGp & F1,424536528 » 1510126_RacingSchedule_Native,10256,10255,99.99%,176,1.72%,1.72%,3.16%,US$0.04 ,US$0.69 ,US$0.69 ,0.00%,US$7.05 ,5562,US$1.27 
3/14/2022,Live Streaming for MotoGp & F1,424536528 » 1510127_RacingSchedule_Interstitial,7344,7242,98.61%,251,3.42%,3.47%,3.77%,US$0.07 ,US$2.29 ,US$2.32 ,0.00%,US$16.81 ,6664,US$2.52 
3/14/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507014_LiveStreamsofNFL_Native,100,100,100.00%,1,1.00%,1.00%,2.78%,US$0.40 ,US$4.04 ,US$4.04 ,0.00%,US$0.40 ,36,US$11.21 
3/14/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507017_LiveStreamsofNFL_Interstitial,77,77,100.00%,8,10.39%,10.39%,28.57%,US$0.11 ,US$11.04 ,US$11.04 ,0.00%,US$0.85 ,28,US$30.37 
